1997,29320,29950,30100,30730,31180,32060,31750,30800,30210,29450,28300,28090,27790,27520,27530,27940,28190,27780,27020,27210,27720,27480,27790,27790,28130,28450,27980,28120,27970,27550,27920,28570,29450,30580,30820,30770,30270,29680,28830,28080,27900,27020,26550,25660,25510,25210,25090,25070,25040,24950,23160,20680,19450,18140,18240,18800,18250,16500,15520,14850,14290,13690,13680,13310,13500,13730,13690,13240,12970,12490,12060,11440,10640,9950,9300,8730,8210,6580,5900,5530,5290,4590,4280,3680,3180,2640,2110,1660,1340,1080,860,620,440,330,240,450,27670,28020,28370,28820,29040,30050,30370,29520,28820,27670,27010,26770,26340,26020,25870,26440,26620,26780,26210,26410,27050,27150,27820,28020,28610,29360,29160,29420,29530,29580,29580,29700,30670,31910,32500,32320,31470,30590,29740,28920,28500,27900,27170,26280,25840,25160,25250,24760,24880,24970,22910,20730,19250,17950,18270,18900,18200,16670,15780,15160,14750,13820,13710,13630,13740,13910,14100,13740,13580,13210,13130,12960,12670,12020,11980,11550,11450,9470,8930,8700,8470,7680,7430,6530,5970,4990,4440,3910,3330,2600,2180,1750,1370,1050,770,1790,56990,57960,58470,59550,60220,62110,62130,60320,59030,57110,55300,54870,54130,53530,53400,54370,54810,54550,53230,53620,54770,54630,55610,55810,56740,57810,57140,57530,57500,57130,57500,58270,60120,62490,63330,63090,61740,60270,58580,57000,56390,54920,53730,51940,51360,50370,50350,49820,49920,49910,46070,41410,38700,36100,36510,37700,36450,33170,31290,30020,29040,27510,27390,26950,27230,27640,27790,26990,26550,25700,25200,24400,23310,21970,21280,20270,19660,16050,14830,14220,13760,12280,11710,10210,9150,7630,6550,5570,4660,3680,3040,2370,1810,1370,1010,2240
1998,29320,29350,30060,30220,30860,31290,32160,31940,30980,30340,29630,28530,28260,27910,27590,27640,28020,28150,27670,26850,26940,27220,26790,27030,27100,27590,28100,27790,28160,28190,27890,28300,28800,29660,30770,31060,30930,30370,29750,28950,28230,28020,27080,26570,25670,25540,25250,25080,25020,24980,24910,23130,20590,19380,18060,18130,18710,18170,16420,15410,14760,14170,13580,13570,13130,13260,13440,13390,12890,12600,12130,11640,11010,10230,9540,8860,8260,7770,6200,5510,5080,4810,4170,3850,3230,2770,2250,1810,1390,1110,880,700,470,330,240,500,27980,27710,28120,28500,28980,29190,30220,30580,29700,29010,27900,27240,26950,26530,26190,26150,26740,26850,26850,26270,26380,26740,26620,27280,27580,28350,29410,29440,29840,30060,30130,30060,30040,31020,32170,32770,32560,31720,30780,29930,29100,28600,28010,27250,26330,25910,25190,25280,24760,24870,24950,22920,20700,19260,17930,18250,18890,18170,16670,15780,15120,14730,13790,13660,13560,13630,13770,13930,13550,13370,12970,12880,12680,12380,11710,11640,11200,11110,9120,8540,8250,8000,7240,6930,6030,5470,4560,3980,3460,2870,2180,1840,1440,1100,840,1910,57300,57060,58180,58720,59840,60480,62370,62520,60680,59350,57530,55760,55220,54440,53780,53790,54750,55000,54520,53120,53320,53970,53410,54320,54670,55940,57510,57230,58000,58250,58020,58360,58840,60670,62940,63830,63490,62090,60530,58880,57330,56620,55090,53810,52000,51450,50440,50360,49780,49840,49860,46050,41290,38640,35990,36380,37600,36340,33090,31190,29890,28910,27380,27230,26690,26890,27210,27320,26440,25960,25090,24520,23690,22610,21250,20490,19460,18870,15330,14040,13330,12810,11410,10770,9260,8240,6820,5790,4860,3970,3060,2530,1910,1440,1080,2400
1999,29070,29260,29300,30050,30230,30870,31290,32150,32010,31050,30380,29730,28650,28330,27910,27570,27670,27910,27890,27360,26450,26270,26280,25810,26120,26270,26990,27630,27570,28140,28190,27950,28350,28770,29600,30720,31120,30930,30290,29660,28900,28210,27960,27010,26480,25570,25450,25200,24980,24900,24850,24780,23010,20490,19300,17940,18000,18600,18080,16330,15310,14690,14060,13480,13450,12950,13040,13180,13110,12550,12240,11760,11230,10600,9830,9100,8400,7820,7320,5800,5070,4650,4370,3770,3460,2840,2400,1920,1540,1160,900,710,540,360,250,530,27410,27960,27700,28120,28510,28990,29210,30260,30660,29750,29070,28010,27350,27010,26620,26310,26390,26860,26810,26720,26190,26050,26050,25880,26680,27200,28210,29440,29690,30140,30350,30310,30180,30180,31140,32240,32880,32650,31840,30840,30000,29140,28610,28020,27200,26260,25870,25130,25230,24690,24790,24880,22870,20660,19260,17900,18210,18880,18150,16650,15780,15110,14710,13780,13600,13470,13510,13640,13780,13340,13130,12700,12620,12400,12080,11390,11270,10850,10700,8740,8150,7820,7540,6790,6420,5550,5000,4110,3520,3030,2460,1840,1540,1180,900,2080,56480,57220,57000,58170,58740,59870,60500,62410,62670,60800,59450,57740,56000,55340,54540,53880,54050,54770,54710,54080,52640,52320,52340,51690,52790,53470,55190,57060,57260,58280,58550,58260,58540,58950,60740,62960,64010,63580,62130,60500,58890,57350,56570,55030,53680,51830,51330,50330,50220,49590,49640,49660,45890,41150,38560,35830,36210,37480,36230,32990,31080,29790,28770,27260,27050,26430,26550,26820,26890,25880,25360,24470,23850,23000,21910,20490,19660,18670,18020,14540,13220,12460,11910,10560,9880,8380,7400,6030,5060,4190,3370,2550,2080,1540,1150,2600
2000,28760,28990,29180,29230,30010,30180,30850,31260,32100,32020,31060,30370,29780,28750,28380,27940,27670,27760,27770,27630,26970,25830,25410,25280,24890,25300,25620,26520,27490,27620,28110,28140,27910,28360,28690,29560,30660,31060,30850,30210,29580,28810,28090,27830,26900,26340,25400,25290,25090,24820,24710,24650,24600,22860,20340,19180,17810,17880,18500,17950,16220,15180,14580,13930,13350,13280,12730,12790,12900,12820,12210,11870,11360,10810,10150,9400,8620,7920,7350,6810,5360,4660,4200,3930,3370,3070,2470,2050,1620,1290,910,710,550,410,270,540,27330,27320,27890,27640,28080,28490,28950,29170,30260,30710,29750,29070,28090,27430,27070,26770,26580,26650,26910,26760,26580,25880,25400,25220,25200,26220,27090,28250,29630,29940,30380,30520,30380,30260,30280,31230,32320,32930,32680,31870,30830,29960,29100,28550,27940,27120,26150,25770,25040,25150,24600,24690,24790,22830,20590,19220,17830,18130,18830,18110,16610,15740,15050,14670,13730,13520,13350,13380,13480,13570,13110,12860,12440,12350,12090,11760,11020,10900,10480,10270,8340,7720,7350,7050,6330,5880,5010,4500,3620,3090,2580,2040,1520,1240,940,2190,56090,56310,57070,56870,58080,58670,59800,60430,62360,62740,60810,59450,57870,56180,55450,54720,54250,54410,54680,54390,53550,51710,50810,50500,50090,51520,52710,54770,57110,57560,58490,58660,58290,58620,58960,60790,62970,63990,63530,62080,60420,58760,57190,56380,54850,53460,51540,51050,50120,49970,49310,49340,49390,45700,40930,38400,35630,36010,37330,36060,32840,30920,29630,28590,27080,26800,26070,26160,26380,26390,25320,24720,23800,23160,22240,21170,19650,18810,17830,17080,13700,12390,11560,10970,9700,8950,7470,6540,5240,4380,3490,2760,2070,1650,1220,2740
2001,29010,28640,28890,29110,29190,29980,30110,30800,31220,32000,32000,31050,30350,29800,28840,28480,28080,27880,28000,27810,27370,26450,25060,24500,24290,24020,24630,25110,26340,27560,27690,28070,27990,27870,28340,28590,29450,30490,30930,30690,30080,29460,28670,27960,27700,26760,26150,25180,25100,24920,24600,24490,24440,24420,22690,20200,19030,17680,17760,18360,17820,16100,15030,14500,13800,13240,13110,12510,12510,12600,12500,11840,11480,10970,10390,9720,8980,8150,7450,6880,6320,4960,4250,3780,3530,2990,2690,2130,1730,1340,1050,730,560,430,300,600,27560,27200,27200,27810,27570,28000,28410,28890,29090,30220,30740,29760,29110,28200,27520,27190,27070,26910,26910,27020,26770,26270,25260,24580,24440,24660,25930,27080,28440,29910,30190,30500,30520,30370,30300,30340,31300,32310,32890,32630,31850,30770,29880,29050,28460,27830,26990,25990,25630,24920,25060,24480,24580,24710,22790,20510,19180,17760,18060,18770,18050,16560,15690,14990,14630,13670,13450,13230,13230,13310,13380,12900,12620,12180,12050,11770,11470,10690,10510,10060,9850,7940,7290,6890,6580,5860,5380,4530,4020,3180,2680,2170,1700,1240,1000,2390,56570,55840,56090,56920,56760,57980,58520,59690,60300,62220,62740,60820,59460,58000,56370,55670,55160,54790,54910,54830,54140,52710,50320,49080,48730,48680,50550,52190,54780,57460,57880,58570,58510,58240,58650,58920,60750,62800,63820,63320,61940,60220,58550,57010,56160,54590,53140,51180,50730,49840,49660,48970,49020,49130,45480,40710,38220,35440,35810,37130,35870,32660,30720,29490,28430,26910,26560,25750,25740,25910,25880,24740,24110,23150,22450,21500,20450,18840,17960,16940,16160,12890,11550,10670,10110,8850,8060,6660,5760,4520,3740,2900,2260,1670,1310,2990
2002,28120,29020,28670,28920,29140,29310,30100,30210,30920,31370,32130,32200,31190,30450,29960,29080,28800,28500,28650,28830,28210,27290,26190,24710,24040,23880,23760,24460,25160,26700,27970,27970,28190,28120,28050,28500,28780,29570,30550,31010,30750,30160,29500,28710,27980,27750,26780,26120,25140,25030,24810,24480,24340,24280,24310,22590,20130,18950,17580,17650,18240,17730,15980,14910,14370,13630,13070,12910,12290,12250,12290,12140,11450,11090,10550,9940,9290,8570,7700,6980,6430,5840,4540,3840,3390,3120,2590,2310,1780,1430,1070,830,550,420,310,650,27210,27600,27280,27280,27880,27680,28160,28550,29020,29240,30370,30920,29920,29270,28410,27820,27630,27630,27610,27670,27480,26880,26090,25050,24350,24290,24720,26130,27470,29010,30470,30560,30710,30700,30570,30520,30590,31510,32510,33060,32760,31960,30850,29930,29110,28520,27830,26950,25940,25570,24850,25000,24420,24490,24670,22760,20490,19150,17730,18020,18720,18010,16520,15630,14920,14560,13580,13330,13100,13070,13120,13200,12670,12350,11910,11740,11440,11140,10300,10080,9600,9360,7480,6830,6380,6020,5330,4820,3990,3530,2740,2280,1790,1360,980,2520,55330,56630,55950,56200,57020,56990,58260,58760,59940,60610,62500,63130,61110,59730,58370,56890,56430,56130,56270,56500,55690,54170,52280,49760,48390,48170,48480,50590,52630,55700,58440,58540,58890,58810,58620,59020,59360,61080,63060,64070,63520,62120,60340,58640,57080,56270,54610,53070,51080,50600,49660,49480,48760,48770,48980,45350,40620,38100,35320,35680,36960,35730,32500,30540,29290,28200,26660,26250,25390,25320,25420,25340,24130,23440,22460,21680,20730,19710,18000,17060,16030,15200,12030,10670,9760,9150,7920,7130,5770,4950,3810,3110,2340,1780,1280,3170
2003,28210,28270,29310,29010,29170,29420,29670,30510,30590,31310,31810,32500,32540,31490,30770,30300,29490,29400,29420,29770,29760,28620,27440,26320,24870,24140,24080,24090,24960,25860,27500,28700,28500,28650,28620,28540,28900,29240,29990,30970,31420,31100,30520,29780,28980,28220,28030,26950,26250,25260,25120,24800,24470,24300,24240,24270,22530,20080,18890,17510,17580,18170,17620,15850,14810,14210,13470,12890,12690,12030,11970,11960,11810,11100,10720,10130,9500,8840,8090,7250,6500,5940,5370,4120,3430,2990,2750,2220,1930,1460,1170,840,650,420,310,680,26960,27330,27910,27620,27580,28170,28050,28600,28950,29420,29700,30760,31280,30250,29620,28820,28440,28430,28560,28680,28550,27920,27080,26280,25280,24680,24730,25310,26850,28310,29980,31380,31190,31300,31310,31120,30990,31090,31990,33040,33510,33140,32270,31120,30160,29360,28720,27970,27040,26020,25590,24910,25040,24430,24470,24670,22780,20510,19130,17720,17990,18680,17960,16460,15580,14870,14460,13450,13180,12950,12900,12920,12960,12410,12070,11630,11410,11080,10740,9900,9640,9140,8840,7030,6350,5830,5460,4790,4240,3490,3050,2280,1870,1440,1060,2530,55170,55590,57220,56630,56750,57580,57720,59110,59550,60730,61510,63260,63820,61740,60390,59120,57930,57830,57980,58450,58310,56540,54520,52600,50140,48810,48810,49400,51810,54170,57480,60080,59690,59950,59930,59660,59890,60330,61990,64010,64930,64240,62790,60900,59140,57580,56760,54920,53290,51280,50710,49710,49500,48740,48710,48940,45310,40590,38010,35230,35580,36850,35580,32300,30390,29080,27920,26330,25880,24990,24870,24880,24770,23510,22790,21760,20910,19920,18830,17140,16140,15080,14220,11160,9780,8820,8210,7010,6170,4950,4210,3120,2520,1850,1370,3210
2004,29120,28200,28560,29630,29330,29430,29690,29990,30900,30980,31670,32160,32780,32800,31760,31080,30660,29870,29910,30000,30270,30010,28620,27410,26280,24920,24270,24360,24570,25640,26660,28270,29290,28990,29170,29140,29010,29280,29710,30420,31370,31760,31420,30820,29990,29220,28420,28220,27070,26310,25310,25160,24740,24430,24240,24190,24220,22460,20060,18820,17440,17490,18070,17490,15710,14680,14040,13290,12650,12450,11740,11650,11630,11470,10720,10310,9710,9050,8380,7630,6760,6020,5440,4880,3680,3030,2630,2380,1890,1600,1200,930,660,490,310,710,27740,26950,27570,28240,27980,27880,28390,28370,29010,29320,29800,30110,31070,31570,30540,29980,29320,29010,29070,29230,29360,29000,28020,27150,26470,25610,25170,25410,26180,27770,29340,30900,32070,31820,31960,31910,31600,31430,31560,32400,33490,33890,33460,32550,31350,30350,29550,28890,28100,27120,26090,25620,24960,25040,24440,24420,24660,22820,20510,19090,17690,17970,18650,17920,16380,15480,14770,14320,13280,13020,12770,12690,12680,12710,12140,11790,11320,11080,10700,10350,9490,9180,8620,8320,6550,5830,5300,4900,4260,3690,2990,2580,1890,1490,1110,2640,56860,55150,56130,57870,57310,57310,58080,58370,59920,60300,61470,62270,63850,64370,62300,61060,59970,58890,58980,59230,59630,59010,56640,54560,52750,50530,49440,49770,50740,53410,56000,59170,61360,60810,61130,61050,60610,60710,61260,62820,64860,65650,64880,63370,61350,59570,57980,57120,55170,53440,51400,50790,49700,49470,48680,48610,48880,45280,40570,37910,35140,35470,36720,35410,32090,30170,28820,27610,25940,25470,24510,24340,24310,24180,22860,22100,21030,20130,19080,17980,16250,15200,14060,13200,10230,8870,7930,7290,6150,5290,4190,3510,2550,1980,1420,3340
2005,29680,28940,28330,28760,29850,29560,29550,29780,30190,31160,31170,31860,32340,32950,32960,31950,31340,30840,29940,30010,29950,30010,29580,28180,26970,25860,24710,24260,24610,24990,26130,27150,28680,29640,29320,29490,29460,29270,29470,29980,30650,31590,31970,31590,30960,30080,29330,28470,28320,27110,26320,25330,25140,24630,24350,24150,24110,24120,22380,19980,18740,17360,17360,17940,17360,15570,14540,13860,13090,12430,12200,11450,11350,11270,11080,10350,9900,9270,8570,7890,7140,6270,5550,4920,4390,3260,2640,2280,2040,1580,1300,950,720,500,350,730,28240,27580,27090,27740,28450,28220,28050,28480,28580,29310,29550,30070,30370,31240,31770,30800,30350,29630,29190,29350,29500,29420,28870,27810,27000,26510,25860,25640,26030,26920,28540,30010,31420,32510,32270,32400,32290,31900,31710,31840,32660,33770,34110,33650,32680,31480,30450,29630,28970,28160,27160,26130,25590,24940,25010,24420,24380,24680,22810,20500,19050,17660,17940,18590,17860,16310,15400,14670,14170,13130,12870,12580,12470,12430,12450,11850,11470,11000,10720,10330,9940,9060,8680,8110,7730,6010,5290,4770,4310,3720,3120,2500,2130,1520,1140,2780,57920,56520,55410,56490,58300,57780,57600,58270,58760,60460,60730,61930,62710,64190,64720,62740,61690,60470,59130,59360,59450,59430,58450,55990,53970,52370,50580,49900,50640,51910,54670,57160,60100,62150,61590,61890,61750,61180,61180,61820,63310,65360,66080,65240,63630,61560,59770,58100,57290,55270,53480,51460,50730,49580,49360,48570,48500,48800,45190,40480,37800,35030,35300,36530,35230,31880,29940,28530,27260,25550,25070,24040,23820,23700,23530,22200,21370,20270,19300,18220,17080,15330,14220,13030,12120,9260,7930,7040,6350,5300,4420,3440,2860,2020,1490,3510
2006,29790,29460,29080,28460,28910,30050,29750,29610,29830,30320,31340,31330,31990,32470,33080,33080,32140,31470,30840,29870,29930,29620,29490,29000,27630,26510,25550,24610,24340,24890,25390,26520,27430,28920,29900,29640,29810,29730,29490,29630,30190,30820,31750,32090,31690,31080,30130,29370,28460,28350,27090,26240,25290,25100,24510,24240,24030,23990,24010,22250,19880,18650,17260,17240,17820,17210,15390,14380,13680,12920,12200,11950,11160,11030,10920,10690,9970,9500,8860,8100,7420,6660,5790,5080,4460,3940,2870,2310,1950,1730,1310,1020,760,560,380,810,28530,28030,27660,27160,27840,28620,28390,28180,28580,28770,29590,29780,30300,30600,31410,31960,31160,30570,29620,29300,29620,29560,29210,28580,27580,26930,26650,26190,26140,26620,27570,29080,30410,31830,32920,32680,32730,32580,32100,31910,32090,32860,33970,34280,33770,32750,31570,30490,29690,29020,28130,27140,26100,25530,24920,24970,24400,24340,24650,22790,20470,19000,17620,17900,18540,17800,16220,15320,14550,14030,12980,12700,12410,12260,12180,12180,11570,11130,10650,10330,9910,9480,8580,8140,7580,7140,5490,4780,4260,3770,3220,2620,2080,1740,1200,2930,58320,57490,56730,55620,56750,58670,58140,57780,58410,59090,60940,61110,62290,63080,64480,65040,63310,62040,60460,59170,59550,59180,58700,57590,55200,53440,52190,50800,50480,51520,52960,55600,57840,60740,62820,62310,62540,62320,61590,61540,62270,63680,65720,66370,65460,63830,61700,59860,58150,57370,55220,53380,51390,50630,49430,49210,48430,48330,48660,45030,40350,37650,34880,35130,36370,35000,31610,29700,28230,26950,25180,24650,23570,23280,23100,22870,21540,20630,19510,18430,17320,16150,14370,13220,12030,11080,8360,7090,6210,5510,4530,3640,2830,2300,1570,3740
2007,30860,29710,29630,29220,28590,29110,30320,30010,29820,30040,30600,31560,31460,32060,32480,33060,33060,32080,31310,30690,29710,29540,29000,28800,28440,27160,26240,25420,24720,24610,25240,25750,26780,27680,29220,30180,29880,30050,30010,29720,29830,30340,30960,31860,32190,31740,31090,30110,29330,28420,28320,27020,26130,25200,24960,24380,24130,23910,23860,23910,22110,19770,18510,17130,17110,17680,17010,15190,14180,13460,12700,11950,11650,10830,10690,10570,10290,9520,9060,8380,7620,6920,6180,5340,4610,3970,3500,2480,1970,1640,1430,1060,790,570,420,860,29470,28390,28150,27790,27320,28090,28870,28630,28390,28790,29040,29820,29950,30480,30770,31610,32230,31380,30440,29630,29380,29540,29220,28880,28350,27490,27100,26950,26650,26710,27210,28140,29490,30760,32210,33310,33060,33020,32830,32260,32110,32310,33050,34140,34410,33840,32790,31590,30480,29660,29000,28060,27070,26060,25490,24910,24940,24380,24300,24610,22740,20460,18950,17580,17840,18470,17690,16110,15180,14400,13830,12800,12500,12170,12000,11890,11880,11250,10760,10240,9920,9480,8990,8080,7590,7020,6520,4960,4260,3740,3230,2700,2160,1660,1370,2960,60330,58100,57770,57010,55910,57200,59190,58640,58210,58830,59640,61380,61420,62540,63250,64670,65290,63450,61760,60310,59090,59070,58220,57680,56790,54650,53340,52370,51370,51320,52450,53890,56270,58440,61430,63500,62940,63070,62840,61980,61940,62640,64010,66000,66590,65570,63880,61700,59810,58080,57310,55090,53200,51260,50450,49290,49070,48290,48170,48520,44850,40230,37460,34710,34950,36150,34700,31310,29360,27860,26530,24750,24150,23000,22690,22450,22170,20770,19820,18630,17540,16400,15170,13420,12200,10990,10020,7440,6230,5390,4650,3760,2950,2240,1790,3830
2008,32690,30810,29760,29720,29320,28800,29300,30600,30310,30090,30320,30840,31650,31440,31950,32270,32820,32760,31630,31030,30330,29180,28810,28230,28070,27770,26620,25920,25370,24870,24870,25480,25930,26980,27910,29380,30340,30030,30170,30120,29820,29920,30370,30980,31840,32160,31700,30980,30000,29200,28290,28160,26850,26000,25080,24820,24270,24000,23800,23760,23800,21950,19630,18360,16970,16970,17470,16790,14950,13940,13160,12380,11660,11340,10490,10360,10170,9850,9070,8580,7860,7120,6400,5670,4860,4120,3530,3050,2150,1670,1350,1170,850,620,450,920,31040,29400,28420,28190,27880,27510,28290,29050,28850,28600,29010,29220,29880,30020,30540,30840,31780,32320,31120,30330,29520,29090,28950,28650,28430,28010,27410,27170,27200,27020,27100,27590,28400,29760,30980,32420,33540,33250,33120,32960,32380,32200,32360,33070,34130,34360,33790,32740,31510,30380,29580,28890,27940,26980,25990,25420,24830,24870,24280,24250,24560,22670,20370,18870,17500,17710,18320,17510,15930,14990,14200,13620,12570,12240,11900,11690,11580,11540,10900,10390,9840,9510,8990,8460,7560,7020,6430,5880,4430,3770,3230,2740,2260,1760,1330,3170,63730,60210,58180,57910,57200,56310,57600,59650,59160,58690,59320,60060,61530,61460,62490,63110,64600,65080,62750,61360,59850,58280,57770,56870,56500,55770,54040,53080,52570,51880,51960,53080,54320,56750,58890,61800,63880,63280,63290,63070,62200,62110,62730,64040,65970,66520,65490,63720,61510,59580,57870,57050,54790,52970,51070,50240,49110,48860,48070,48010,48360,44620,40000,37230,34480,34690,35790,34300,30880,28940,27370,26010,24240,23580,22390,22050,21760,21390,19970,18970,17700,16620,15390,14120,12430,11140,9960,8930,6580,5430,4580,3910,3110,2380,1770,4080
2009,33100,32570,30820,29850,29800,29430,28910,29460,30810,30520,30300,30530,31000,31720,31410,31850,32140,32630,32400,31450,30890,29970,28680,28250,27680,27560,27200,26300,25830,25500,25060,25120,25660,26060,27110,28030,29510,30460,30120,30220,30190,29840,29910,30330,30930,31790,32070,31580,30870,29830,29020,28140,27970,26650,25900,24950,24640,24140,23840,23670,23620,23650,21800,19470,18220,16820,16790,17260,16550,14690,13670,12860,12070,11350,10990,10140,9980,9760,9370,8580,8050,7340,6610,5850,5130,4380,3640,3070,2660,1800,1390,1090,920,670,480,990,31170,30920,29430,28420,28220,28010,27660,28410,29200,29030,28750,29170,29330,29920,30050,30640,31020,31940,32100,31070,30340,29370,28610,28450,28280,28100,27950,27440,27400,27510,27420,27470,27800,28540,29950,31210,32590,33720,33380,33180,33060,32440,32200,32320,33000,34040,34270,33690,32640,31420,30270,29440,28770,27830,26880,25950,25370,24740,24760,24190,24180,24480,22550,20280,18790,17430,17600,18150,17310,15750,14770,13990,13370,12340,11940,11620,11400,11250,11170,10520,9980,9400,9030,8470,7890,7010,6430,5790,5260,3890,3250,2720,2290,1860,1380,3250,64270,63490,60250,58270,58010,57440,56570,57870,60020,59550,59040,59700,60320,61640,61460,62490,63160,64570,64500,62520,61220,59340,57280,56700,55960,55670,55150,53750,53240,53020,52480,52590,53460,54610,57070,59240,62110,64180,63500,63400,63250,62280,62110,62650,63930,65830,66340,65270,63510,61250,59290,57570,56740,54490,52770,50900,50010,48870,48600,47860,47800,48120,44350,39750,37010,34250,34400,35400,33860,30450,28450,26850,25440,23690,22930,21760,21380,21010,20540,19100,18030,16740,15630,14320,13020,11390,10070,8860,7920,5690,4630,3820,3220,2530,1860,4240
2010,32990,33120,32670,30910,29950,29930,29550,29050,29680,31090,30790,30580,30760,31210,31860,31450,31960,32160,32480,32590,31650,30870,29820,28600,28070,27530,27430,27100,26340,26020,25720,25290,25280,25770,26230,27300,28190,29670,30600,30230,30330,30290,29860,29930,30320,30910,31750,31970,31520,30800,29730,28920,28010,27850,26550,25820,24850,24550,24070,23720,23600,23510,23530,21690,19340,18090,16660,16620,17030,16280,14440,13390,12550,11760,11010,10630,9790,9600,9340,8880,8070,7550,6850,6090,5310,4610,3930,3200,2660,2270,1500,1130,870,720,500,1040,31170,31120,31020,29520,28530,28340,28140,27770,28570,29440,29210,28950,29420,29500,30060,30210,30940,31320,31960,32320,31320,30410,29270,28460,28360,28390,28250,28210,27740,27820,27990,27820,27670,28010,28750,30200,31440,32810,33880,33530,33320,33140,32510,32240,32320,32980,34000,34220,33620,32590,31330,30200,29370,28720,27760,26850,25940,25390,24680,24700,24120,24140,24410,22480,20220,18740,17340,17470,17990,17120,15530,14580,13780,13100,12080,11670,11360,11080,10920,10800,10100,9540,8930,8500,7920,7320,6430,5830,5190,4620,3350,2750,2270,1860,1490,3430,64160,64250,63690,60440,58480,58270,57700,56830,58260,60540,60010,59530,60180,60710,61920,61660,62900,63480,64440,64900,62970,61270,59090,57050,56420,55920,55680,55300,54080,53840,53710,53110,52950,53780,54970,57510,59630,62480,64480,63760,63650,63430,62370,62170,62650,63900,65750,66190,65150,63390,61060,59120,57370,56570,54300,52670,50790,49940,48750,48410,47720,47640,47940,44170,39550,36820,34000,34090,35020,33400,29970,27970,26330,24850,23100,22290,21150,20680,20260,19680,18170,17090,15780,14590,13240,11930,10350,9030,7850,6890,4850,3870,3140,2580,1990,4470
2011,32770,33010,33130,32660,30880,29960,29970,29600,29200,29840,31280,31010,30790,31010,31410,32030,31650,32070,32130,32820,32960,31670,30660,29510,28220,27650,27130,27020,26820,26160,26020,25800,25290,25250,25800,26250,27390,28270,29710,30590,30210,30350,30290,29810,29890,30270,30810,31610,31810,31410,30630,29590,28750,27860,27690,26380,25690,24730,24430,23960,23620,23520,23390,23400,21570,19220,17940,16480,16430,16780,16000,14180,13080,12240,11430,10660,10250,9420,9190,8920,8410,7580,7000,6320,5540,4780,4110,3450,2790,2280,1880,1230,910,680,560,1080,31170,31150,31150,31040,29570,28610,28390,28240,27900,28730,29630,29350,29130,29610,29700,30270,30570,31200,31280,32160,32660,31350,30170,29070,28250,28210,28290,28280,28330,27910,28100,28260,27900,27780,28130,28890,30330,31520,32920,33960,33650,33370,33160,32530,32230,32260,32920,33930,34120,33540,32490,31250,30100,29290,28670,27700,26810,25930,25380,24650,24660,24090,24070,24310,22410,20150,18640,17210,17310,17810,16900,15310,14370,13560,12830,11800,11410,11080,10740,10590,10380,9670,9080,8430,7960,7340,6740,5820,5230,4570,4010,2840,2300,1860,1490,3640,63930,64170,64280,63700,60440,58580,58350,57840,57100,58570,60910,60360,59910,60620,61110,62300,62220,63270,63410,64980,65610,63020,60820,58580,56470,55860,55420,55300,55150,54080,54120,54050,53190,53030,53930,55140,57720,59780,62630,64550,63850,63710,63440,62340,62120,62530,63740,65540,65930,64960,63120,60840,58850,57150,56360,54080,52500,50660,49810,48620,48290,47610,47470,47710,43980,39370,36580,33700,33730,34590,32900,29480,27450,25800,24260,22450,21660,20500,19930,19510,18790,17250,16080,14740,13500,12130,10850,9270,8020,6850,5890,4070,3210,2540,2050,4720
2012,31660,32730,32910,33000,32570,30760,29840,29880,29560,29210,29880,31390,31090,30930,31240,31600,32240,31710,32070,32430,33040,32780,31240,30110,28870,27620,27060,26570,26590,26550,26080,25980,25660,25170,25200,25790,26210,27400,28240,29640,30530,30160,30280,30210,29720,29760,30110,30670,31420,31610,31200,30400,29370,28510,27690,27470,26210,25560,24600,24260,23860,23490,23420,23250,23310,21480,19020,17760,16300,16200,16500,15680,13850,12730,11910,11090,10290,9850,8990,8730,8460,7890,7080,6460,5780,5000,4270,3620,2970,2350,1900,1520,980,710,510,1160,30120,31110,31060,31060,30930,29520,28520,28340,28200,27890,28790,29730,29430,29200,29740,29860,30530,30730,31100,31380,32280,32440,30850,29750,28780,28110,28060,28160,28300,28430,28040,28220,28270,27870,27790,28120,28940,30310,31550,32940,33930,33630,33300,33110,32490,32130,32130,32800,33780,33950,33380,32320,31080,29980,29160,28600,27610,26770,25910,25370,24640,24630,24040,24010,24240,22310,20030,18500,17060,17130,17590,16650,15070,14120,13320,12520,11490,11110,10770,10380,10170,9910,9180,8560,7890,7370,6720,6080,5190,4610,3940,3390,2320,1860,1450,3740,61770,63850,63970,64050,63500,60280,58350,58220,57760,57100,58670,61120,60520,60130,60980,61460,62770,62440,63170,63810,65320,65220,62090,59860,57650,55740,55120,54730,54880,54980,54120,54200,53930,53040,52980,53910,55140,57710,59790,62590,64460,63790,63590,63320,62210,61890,62240,63470,65200,65560,64590,62720,60450,58500,56850,56080,53820,52330,50520,49630,48500,48120,47460,47260,47550,43790,39050,36250,33360,33320,34090,32330,28920,26850,25220,23610,21780,20950,19750,19110,18630,17810,16260,15020,13670,12370,10990,9710,8160,6950,5840,4920,3300,2570,1960,4900
