"Deaths by age and sex (Annual-Dec)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Total Both Sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" ","Less than 1 year","1 year","2 years","3 years","4 years","5 years","6 years","7 years","8 years","9 years","10 years","11 years","12 years","13 years","14 years","15 years","16 years","17 years","18 years","19 years","20 years","21 years","22 years","23 years","24 years","25 years","26 years","27 years","28 years","29 years","30 years","31 years","32 years","33 years","34 years","35 years","36 years","37 years","38 years","39 years","40 years","41 years","42 years","43 years","44 years","45 years","46 years","47 years","48 years","49 years","50 years","51 years","52 years","53 years","54 years","55 years","56 years","57 years","58 years","59 years","60 years","61 years","62 years","63 years","64 years","65 years","66 years","67 years","68 years","69 years","70 years","71 years","72 years","73 years","74 years","75 years","76 years","77 years","78 years","79 years","80 years","81 years","82 years","83 years","84 years","85 years","86 years","87 years","88 years","89 years","90 years","91 years","92 years","93 years","94 years","95 years","96 years","97 years","98 years","99 years","100 years and over","Less than 1 year","1 year","2 years","3 years","4 years","5 years","6 years","7 years","8 years","9 years","10 years","11 years","12 years","13 years","14 years","15 years","16 years","17 years","18 years","19 years","20 years","21 years","22 years","23 years","24 years","25 years","26 years","27 years","28 years","29 years","30 years","31 years","32 years","33 years","34 years","35 years","36 years","37 years","38 years","39 years","40 years","41 years","42 years","43 years","44 years","45 years","46 years","47 years","48 years","49 years","50 years","51 years","52 years","53 years","54 years","55 years","56 years","57 years","58 years","59 years","60 years","61 years","62 years","63 years","64 years","65 years","66 years","67 years","68 years","69 years","70 years","71 years","72 years","73 years","74 years","75 years","76 years","77 years","78 years","79 years","80 years","81 years","82 years","83 years","84 years","85 years","86 years","87 years","88 years","89 years","90 years","91 years","92 years","93 years","94 years","95 years","96 years","97 years","98 years","99 years","100 years and over","Less than 1 year","1 year","2 years","3 years","4 years","5 years","6 years","7 years","8 years","9 years","10 years","11 years","12 years","13 years","14 years","15 years","16 years","17 years","18 years","19 years","20 years","21 years","22 years","23 years","24 years","25 years","26 years","27 years","28 years","29 years","30 years","31 years","32 years","33 years","34 years","35 years","36 years","37 years","38 years","39 years","40 years","41 years","42 years","43 years","44 years","45 years","46 years","47 years","48 years","49 years","50 years","51 years","52 years","53 years","54 years","55 years","56 years","57 years","58 years","59 years","60 years","61 years","62 years","63 years","64 years","65 years","66 years","67 years","68 years","69 years","70 years","71 years","72 years","73 years","74 years","75 years","76 years","77 years","78 years","79 years","80 years","81 years","82 years","83 years","84 years","85 years","86 years","87 years","88 years","89 years","90 years","91 years","92 years","93 years","94 years","95 years","96 years","97 years","98 years","99 years","100 years and over"
2016,111,12,6,6,3,9,3,6,3,3,0,0,3,3,9,9,12,21,21,21,18,30,21,33,18,33,30,21,24,24,21,33,27,21,24,33,36,24,21,24,39,36,39,54,57,54,51,84,72,81,87,111,93,114,138,153,162,141,168,174,168,180,222,207,216,264,252,276,291,339,300,267,321,327,408,390,381,426,435,426,462,486,450,474,537,582,504,558,465,450,459,348,300,243,222,171,102,78,45,36,48,99,3,6,0,0,3,3,3,3,6,0,3,3,3,6,3,6,9,6,9,12,12,6,9,15,9,15,15,6,18,18,12,15,12,15,12,18,21,18,18,27,21,36,39,39,48,42,54,51,60,75,66,66,99,102,114,108,105,117,117,135,135,129,132,159,144,162,216,213,246,201,216,249,237,276,300,291,342,333,357,393,387,432,465,501,564,573,591,618,606,606,585,552,441,399,375,333,162,156,129,234,210,15,12,9,6,12,6,9,6,6,3,3,6,6,15,15,21,33,24,30,30,39,27,39,30,39,42,33,30,39,39,45,42,30,36,48,51,45,39,42,66,54,75,90,99,99,96,135,123,141,162,180,159,216,243,264,270,243,285,294,303,315,351,336,372,408,414,489,504,582,501,483,570,567,684,690,669,765,765,786,855,870,882,936,1041,1143,1077,1146,1080,1056,1065,930,855,687,621,546,435,240,201,165,285
2017,123,15,3,6,6,6,0,3,6,3,6,0,3,6,6,9,9,15,24,27,30,30,24,24,36,36,33,33,27,30,24,24,33,24,27,27,27,30,36,33,39,39,45,51,60,69,57,66,84,96,84,87,105,132,141,129,129,147,165,195,201,216,201,234,231,246,246,294,306,330,357,309,351,378,363,420,477,456,459,474,495,489,492,504,555,567,627,534,492,522,429,381,342,294,225,180,135,93,51,39,75,108,12,0,3,0,3,3,3,3,3,0,0,0,3,3,12,3,12,9,12,12,15,15,9,12,12,12,18,12,6,15,15,12,18,18,24,15,18,27,21,18,15,21,33,30,48,54,57,57,48,63,78,84,93,84,108,123,120,126,108,126,126,159,168,168,174,201,189,228,240,249,249,267,288,318,318,378,369,384,402,408,459,453,489,519,582,591,648,666,642,651,585,567,495,450,390,348,213,159,120,210,228,27,3,9,3,9,6,6,9,6,6,3,3,12,9,18,15,24,33,36,45,45,36,36,48,48,42,48,39,36,42,39,48,45,42,51,45,48,60,57,57,57,66,81,87,114,111,120,141,144,144,162,189,222,225,234,252,264,288,303,327,342,357,402,396,417,447,483,534,573,603,558,618,666,684,735,852,822,840,873,906,951,948,993,1071,1152,1215,1182,1158,1164,1077,969,909,789,675,570,483,306,213,159,288
2018,114,12,3,6,3,3,3,3,3,6,0,3,6,6,3,15,15,18,24,24,21,27,30,24,36,27,27,39,21,24,33,33,27,24,33,33,30,30,30,27,45,36,39,54,51,57,57,60,84,78,96,105,108,105,129,150,159,159,180,213,183,183,234,225,252,225,279,285,273,324,357,396,375,357,357,369,420,465,513,477,486,528,528,546,522,501,525,600,528,516,489,432,351,285,249,177,126,99,54,27,48,105,12,9,0,6,0,3,3,3,3,3,3,6,3,6,9,9,9,9,6,9,12,12,12,9,12,12,12,21,12,6,21,15,18,21,15,21,24,27,27,21,18,30,36,36,36,42,54,54,57,69,69,87,78,93,108,99,111,126,144,135,126,141,189,165,171,177,204,228,240,228,285,270,291,279,291,327,369,381,387,435,435,447,444,501,516,594,615,630,612,648,603,546,558,429,363,351,216,165,99,258,222,24,12,12,6,6,6,6,6,9,3,9,12,12,12,24,24,30,33,30,27,39,45,39,42,39,36,51,42,36,36,54,45,42,54,48,45,48,57,54,66,54,69,90,87,90,99,111,138,138,165,174,195,183,222,261,255,270,303,360,318,309,372,414,417,396,456,489,498,561,588,681,645,648,636,660,747,837,894,861,924,966,975,990,1023,1017,1116,1215,1158,1131,1137,1035,897,846,675,546,477,318,219,126,309
2019,144,15,9,6,3,3,6,3,3,3,6,3,3,9,6,6,21,15,21,21,21,27,36,36,33,39,27,18,33,36,33,30,27,42,39,30,30,42,45,36,45,33,42,42,42,69,66,78,81,72,96,99,117,120,153,141,168,186,159,213,213,189,213,207,240,276,291,282,282,318,354,357,435,405,423,426,402,477,513,516,468,531,528,504,531,567,558,582,603,498,483,423,354,297,228,183,129,120,60,60,54,126,12,6,3,6,3,3,0,3,3,0,3,6,6,6,9,9,9,6,12,6,12,18,12,6,9,12,12,12,15,18,18,12,18,18,15,15,12,21,15,30,30,36,36,27,51,54,48,60,66,75,72,81,81,93,102,96,126,123,117,135,138,138,162,183,165,225,183,204,240,228,264,315,288,297,309,336,318,408,402,438,429,465,480,507,525,612,621,672,651,639,600,567,534,474,375,351,288,195,126,267,267,30,12,9,9,6,6,3,6,6,6,6,12,18,12,18,30,27,27,33,27,39,51,48,39,51,42,30,42,48,51,51,42,63,57,48,48,54,63,51,75,63,78,75,75,120,120,126,141,141,168,171,198,204,246,240,264,312,282,330,348,327,348,369,420,444,516,459,486,558,585,621,753,693,723,735,738,795,924,918,906,960,990,984,1038,1089,1167,1206,1278,1149,1122,1023,924,831,699,558,480,408,258,189,321
2020,132,6,9,0,3,3,3,3,6,6,3,3,3,6,12,12,15,12,15,24,18,30,18,27,18,24,33,27,36,24,27,30,27,27,21,27,30,45,27,30,33,45,33,45,63,54,57,87,87,84,84,96,108,96,138,117,159,159,168,165,198,213,201,222,237,237,255,309,294,312,348,381,381,390,408,414,411,462,519,525,549,504,492,540,507,525,498,525,492,483,426,438,351,312,246,174,141,102,72,48,72,93,12,3,3,3,3,3,0,0,0,6,3,3,3,3,3,15,12,6,12,12,15,9,12,12,15,6,9,12,18,15,9,15,18,15,27,21,15,15,21,18,27,27,30,30,33,36,54,51,57,78,69,81,87,75,90,123,123,114,177,132,153,159,132,159,171,195,201,204,240,237,264,279,306,273,300,288,339,393,366,435,402,414,519,471,471,549,552,567,618,597,552,516,477,402,399,306,234,177,144,249,228,18,12,3,3,6,3,3,6,6,12,9,3,6,12,18,30,24,21,33,30,45,30,39,27,39,39,36,48,42,39,42,42,39,36,57,51,60,42,51,51,72,60,78,93,87,96,138,135,141,165,168,192,183,213,207,282,282,279,342,330,366,357,354,396,405,447,513,498,555,585,645,663,696,678,717,699,798,912,891,984,906,906,1059,978,999,1047,1077,1059,1101,1023,987,864,792,648,573,447,339,249,195,324
2021,165,9,0,6,3,6,3,0,0,3,3,3,0,6,6,9,6,15,18,27,21,24,21,27,30,24,27,15,30,36,39,33,33,36,36,24,39,42,36,33,39,48,48,54,42,51,63,69,63,78,90,96,114,123,147,135,150,168,183,192,195,210,219,234,234,264,300,264,318,333,342,366,390,432,474,486,405,501,468,513,540,558,543,564,558,597,531,531,558,540,513,429,378,345,267,228,162,117,96,51,84,108,12,9,6,6,3,0,3,3,3,0,3,3,6,9,9,9,12,9,12,15,12,12,9,9,15,9,15,12,9,12,15,12,12,15,21,21,24,24,18,21,33,33,33,36,39,39,54,36,57,60,63,87,93,93,96,93,138,105,132,141,156,168,177,183,189,180,210,204,225,240,297,315,294,333,327,363,372,357,411,450,522,519,546,510,543,582,561,615,597,630,645,585,528,447,438,327,252,210,153,264,273,21,9,12,9,9,6,6,3,6,3,9,3,12,18,21,15,27,30,39,36,36,30,33,42,42,36,30,39,48,51,45,45,51,48,45,57,66,63,51,57,84,78,84,78,87,99,120,96,138,150,159,198,219,240,234,243,306,291,324,336,366,387,411,417,453,480,474,522,561,582,663,702,723,807,810,771,870,825,924,990,1083,1065,1110,1068,1137,1110,1092,1173,1140,1140,1074,963,873,714,666,489,369,309,204,348
2022,120,9,9,3,6,3,3,3,0,6,3,3,3,3,6,3,9,15,18,24,24,24,24,30,15,33,36,24,21,33,48,33,33,39,27,36,24,45,33,39,39,39,30,57,60,60,60,63,72,96,117,114,129,105,126,144,162,183,201,219,234,201,231,282,297,276,315,294,330,348,375,384,438,462,504,558,531,546,513,564,603,636,621,600,624,630,585,615,600,597,582,498,453,363,333,243,177,144,84,78,87,87,9,6,6,0,0,0,3,3,3,3,0,3,6,6,3,6,12,15,3,15,6,18,9,15,9,12,12,21,15,15,15,15,15,18,24,21,21,21,27,18,21,30,42,36,42,36,57,63,63,66,75,75,99,90,96,117,132,126,129,153,177,180,198,192,192,216,240,246,258,234,303,306,318,354,456,420,405,453,381,543,585,600,597,579,606,645,600,654,696,666,720,651,597,519,489,381,309,240,171,372,204,18,9,6,6,3,3,6,3,6,3,3,6,9,12,9,15,24,30,27,36,30,39,39,30,42,48,39,42,48,60,45,48,51,45,57,45,66,51,69,57,60,60,102,96,99,99,117,135,159,183,189,204,204,213,243,279,315,324,348,387,375,414,483,486,468,531,537,576,606,609,687,744,780,858,1014,948,945,966,945,1146,1221,1221,1197,1206,1236,1230,1215,1257,1293,1245,1215,1101,957,852,729,558,456,327,249,459
"Table information:"
"Units:"
"Number, Magnitude = Units"
""
"Footnotes:"
"Neonatal deaths are deaths of children under four weeks of age. Post-neonatal deaths are deaths of children from four weeks up to one year of age. Infant deaths are deaths of children under one year of age."
"Births and deaths data are based on date of registration (not date of occurrence). Data before 1991 includes New Zealand residents and overseas visitors. Data from 1991 includes New Zealand residents only."
"Data has been randomly rounded to protect confidentiality. Individual figures may not add up to totals, and values for the same data may vary in different tables."
" "
"Symbols:"
".. figure not available"
"C: Confidential"
"E: Early Estimate"
"P: Provisional"
"R: Revised"
"S: Suppressed"
""
"Status flags are not displayed"
""
"Table reference: "
"VSD004AA"
""
"Last updated:"
"Less than 1 year: 20 February 2023 10:45am"
"1 year: 20 February 2023 10:45am"
"2 years: 20 February 2023 10:45am"
"3 years: 20 February 2023 10:45am"
"4 years: 20 February 2023 10:45am"
"5 years: 20 February 2023 10:45am"
"6 years: 20 February 2023 10:45am"
"7 years: 20 February 2023 10:45am"
"8 years: 20 February 2023 10:45am"
"9 years: 20 February 2023 10:45am"
"10 years: 20 February 2023 10:45am"
"11 years: 20 February 2023 10:45am"
"12 years: 20 February 2023 10:45am"
"13 years: 20 February 2023 10:45am"
"14 years: 20 February 2023 10:45am"
"15 years: 20 February 2023 10:45am"
"16 years: 20 February 2023 10:45am"
"17 years: 20 February 2023 10:45am"
"18 years: 20 February 2023 10:45am"
"19 years: 20 February 2023 10:45am"
"20 years: 20 February 2023 10:45am"
"21 years: 20 February 2023 10:45am"
"22 years: 20 February 2023 10:45am"
"23 years: 20 February 2023 10:45am"
"24 years: 20 February 2023 10:45am"
"25 years: 20 February 2023 10:45am"
"26 years: 20 February 2023 10:45am"
"27 years: 20 February 2023 10:45am"
"28 years: 20 February 2023 10:45am"
"29 years: 20 February 2023 10:45am"
"30 years: 20 February 2023 10:45am"
"31 years: 20 February 2023 10:45am"
"32 years: 20 February 2023 10:45am"
"33 years: 20 February 2023 10:45am"
"34 years: 20 February 2023 10:45am"
"35 years: 20 February 2023 10:45am"
"36 years: 20 February 2023 10:45am"
"37 years: 20 February 2023 10:45am"
"38 years: 20 February 2023 10:45am"
"39 years: 20 February 2023 10:45am"
"40 years: 20 February 2023 10:45am"
"41 years: 20 February 2023 10:45am"
"42 years: 20 February 2023 10:45am"
"43 years: 20 February 2023 10:45am"
"44 years: 20 February 2023 10:45am"
"45 years: 20 February 2023 10:45am"
"46 years: 20 February 2023 10:45am"
"47 years: 20 February 2023 10:45am"
"48 years: 20 February 2023 10:45am"
"49 years: 20 February 2023 10:45am"
"50 years: 20 February 2023 10:45am"
"51 years: 20 February 2023 10:45am"
"52 years: 20 February 2023 10:45am"
"53 years: 20 February 2023 10:45am"
"54 years: 20 February 2023 10:45am"
"55 years: 20 February 2023 10:45am"
"56 years: 20 February 2023 10:45am"
"57 years: 20 February 2023 10:45am"
"58 years: 20 February 2023 10:45am"
"59 years: 20 February 2023 10:45am"
"60 years: 20 February 2023 10:45am"
"61 years: 20 February 2023 10:45am"
"62 years: 20 February 2023 10:45am"
"63 years: 20 February 2023 10:45am"
"64 years: 20 February 2023 10:45am"
"65 years: 20 February 2023 10:45am"
"66 years: 20 February 2023 10:45am"
"67 years: 20 February 2023 10:45am"
"68 years: 20 February 2023 10:45am"
"69 years: 20 February 2023 10:45am"
"70 years: 20 February 2023 10:45am"
"71 years: 20 February 2023 10:45am"
"72 years: 20 February 2023 10:45am"
"73 years: 20 February 2023 10:45am"
"74 years: 20 February 2023 10:45am"
"75 years: 20 February 2023 10:45am"
"76 years: 20 February 2023 10:45am"
"77 years: 20 February 2023 10:45am"
"78 years: 20 February 2023 10:45am"
"79 years: 20 February 2023 10:45am"
"80 years: 20 February 2023 10:45am"
"81 years: 20 February 2023 10:45am"
"82 years: 20 February 2023 10:45am"
"83 years: 20 February 2023 10:45am"
"84 years: 20 February 2023 10:45am"
"85 years: 20 February 2023 10:45am"
"86 years: 20 February 2023 10:45am"
"87 years: 20 February 2023 10:45am"
"88 years: 20 February 2023 10:45am"
"89 years: 20 February 2023 10:45am"
"90 years: 20 February 2023 10:45am"
"91 years: 20 February 2023 10:45am"
"92 years: 20 February 2023 10:45am"
"93 years: 20 February 2023 10:45am"
"94 years: 20 February 2023 10:45am"
"95 years: 20 February 2023 10:45am"
"96 years: 20 February 2023 10:45am"
"97 years: 20 February 2023 10:45am"
"98 years: 20 February 2023 10:45am"
"99 years: 20 February 2023 10:45am"
""
"Source: Statistics New Zealand"
"Contact: Information Centre"
"Telephone: 0508 525 525"
"Email:info@stats.govt.nz"
""
""
""
