"Deaths by age and sex (Annual-Sep)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2007,165,15,9,9,6,9,3,3,0,9,6,3,3,6,9,21,18,33,33,27,42,33,27,27,9,27,27,21,21,21,24,18,27,33,36,30,36,39,42,39,51,36,45,51,72,75,66,66,90,96,75,96,102,117,120,129,120,138,144,168,156,174,186,195,195,246,246,228,243,246,303,297,294,351,336,354,405,414,444,504,447,507,465,438,480,420,432,348,309,285,291,225,192,141,111,81,66,39,36,24,36,141,12,9,12,6,0,3,3,3,6,9,0,6,6,6,12,12,15,15,9,15,6,18,12,9,9,12,6,9,9,12,18,15,15,21,24,18,27,33,21,33,36,36,45,48,45,45,48,66,60,60,63,75,69,81,87,99,114,99,99,111,111,147,126,147,147,165,192,183,198,183,189,210,240,282,279,306,303,336,375,354,423,474,483,516,561,576,549,492,492,510,468,420,393,330,258,192,168,114,69,171
2008,204,24,12,3,6,3,6,3,0,3,6,3,3,9,12,12,27,27,30,36,36,36,39,30,30,30,27,21,21,21,21,21,33,24,27,36,36,33,39,45,30,45,63,66,48,84,72,69,81,78,84,96,96,117,87,150,120,132,141,177,198,204,183,180,201,222,216,261,270,270,270,300,288,303,339,378,420,405,465,495,513,531,519,525,471,462,492,423,345,306,258,264,171,156,120,96,78,39,24,24,33,135,18,9,3,6,6,6,6,3,3,0,0,3,6,9,12,12,12,12,12,15,9,9,6,9,12,3,9,12,9,9,12,6,15,15,21,27,27,24,39,33,33,27,39,48,33,54,51,48,42,57,72,78,72,66,90,114,105,114,141,129,120,141,132,132,147,153,198,180,189,198,210,225,249,252,270,294,336,354,381,378,426,471,537,522,528,639,636,546,510,501,492,387,399,330,297,222,171,126,93,165
2009,162,18,3,6,6,3,3,3,3,6,6,0,3,6,15,15,21,33,27,30,24,33,33,24,24,24,21,21,27,24,24,27,36,27,39,27,33,45,39,45,30,48,48,54,63,72,72,75,75,81,81,117,114,81,123,102,126,138,144,153,171,225,195,192,204,234,237,240,258,285,279,291,294,309,345,345,369,396,474,471,492,480,474,510,486,462,420,393,372,321,255,231,222,180,120,114,84,45,36,30,36,126,12,12,12,0,0,3,6,0,3,3,6,6,6,6,15,18,9,12,12,12,12,9,9,12,15,12,12,12,15,12,6,15,12,12,18,21,21,33,30,30,33,45,39,48,54,57,60,51,60,69,78,72,90,84,69,84,96,96,114,114,144,162,114,144,141,150,159,201,201,201,210,234,207,252,249,252,279,372,345,381,432,474,486,546,516,585,552,594,555,489,486,426,402,327,267,234,165,114,87,180
2010,192,12,15,6,6,3,3,3,3,0,3,6,3,3,6,12,18,24,36,24,30,36,30,33,9,18,21,18,18,21,18,27,27,15,21,21,27,39,39,51,36,48,45,51,72,72,81,69,78,87,105,102,105,111,111,138,138,141,156,135,150,177,201,213,210,216,204,237,285,285,258,288,300,306,327,351,378,387,369,441,450,480,555,516,492,516,468,435,390,372,303,222,201,165,153,93,84,66,48,27,42,138,18,6,3,0,0,3,0,3,3,3,3,3,6,3,6,6,6,15,9,9,15,9,6,6,9,9,12,9,12,15,6,18,21,18,12,18,24,24,24,33,36,42,39,39,39,60,51,66,69,78,60,81,72,75,90,105,84,99,102,123,141,147,153,138,159,147,186,183,168,201,201,216,225,267,228,255,312,315,339,429,381,453,525,528,549,594,561,579,621,549,420,420,375,336,294,210,174,135,84,174
2011,171,15,12,3,3,3,0,3,0,0,6,0,6,9,9,15,24,27,27,27,33,36,21,33,18,21,21,21,18,15,24,27,21,21,27,27,30,30,30,33,45,54,36,48,63,54,60,69,99,78,87,90,105,105,117,126,129,120,165,174,162,168,210,216,213,207,237,234,222,297,306,324,300,330,318,327,339,429,435,414,465,465,504,513,543,504,453,459,438,372,339,279,204,171,138,126,78,72,45,18,33,129,12,6,3,3,6,3,0,0,3,6,0,3,6,3,6,6,15,12,12,21,21,9,12,12,15,15,15,12,12,18,15,21,12,9,15,18,24,24,30,39,30,36,42,48,42,60,39,54,75,72,72,72,84,84,78,99,90,114,96,129,117,156,135,174,156,174,204,180,201,234,216,231,228,249,273,279,261,318,372,411,453,468,510,528,588,600,576,579,627,606,546,462,426,387,297,237,183,147,99,192
2012,147,15,9,9,6,3,3,6,0,6,6,3,6,6,3,12,21,21,27,33,36,21,24,27,27,21,27,24,18,18,18,21,15,18,24,27,21,24,39,33,42,45,54,54,51,66,57,69,84,93,96,99,99,108,123,135,135,129,156,159,168,192,195,207,219,237,276,231,273,288,300,324,342,342,342,327,375,396,405,417,462,519,486,513,528,492,486,480,492,390,342,333,228,183,126,126,90,45,42,24,39,135,9,9,3,3,3,0,3,0,3,0,0,6,3,6,6,3,21,12,9,15,12,9,6,9,9,9,9,9,6,12,12,15,24,12,18,12,21,21,27,24,39,39,36,36,33,45,54,66,90,69,75,90,66,93,78,90,96,108,96,105,129,96,159,168,180,168,186,192,180,231,231,213,228,267,273,282,300,294,330,399,411,462,486,486,597,564,639,639,612,600,567,519,390,369,321,246,195,153,138,186
2013,144,12,9,0,0,0,6,3,3,3,3,3,3,0,6,18,18,21,27,33,27,27,27,27,15,33,18,21,21,18,15,18,21,27,18,21,39,15,30,39,42,48,54,45,45,66,69,72,81,75,81,93,102,111,117,120,135,147,141,153,153,162,180,207,207,258,231,255,252,267,288,354,324,333,360,375,378,387,405,405,456,459,504,543,516,546,522,510,534,411,369,324,261,171,123,117,96,63,45,30,57,111,12,9,3,6,6,0,0,0,3,0,3,3,3,9,9,9,9,12,12,3,9,12,9,12,9,6,3,6,9,9,15,18,18,15,9,18,15,21,30,18,27,33,48,51,36,57,54,54,69,75,78,96,78,93,93,84,87,108,108,114,126,156,147,183,177,192,186,168,201,195,243,240,219,249,273,273,297,348,351,369,366,453,447,516,564,585,555,579,615,567,549,510,432,324,291,246,180,153,123,186
2014,180,12,6,6,9,3,6,9,3,6,3,3,3,0,6,12,12,18,12,21,24,27,24,18,30,24,21,21,18,18,24,24,18,15,21,24,33,27,30,36,48,42,42,42,51,51,66,63,72,93,99,96,108,126,138,108,138,135,144,159,177,174,171,204,216,231,261,291,246,294,279,288,351,393,321,351,378,351,405,444,432,462,525,534,546,510,567,516,453,393,402,324,240,228,192,126,111,72,42,45,48,141,12,3,3,6,0,6,3,3,0,0,0,3,6,3,6,3,9,12,6,9,9,12,9,3,9,6,18,3,12,6,6,12,15,12,15,9,21,18,18,30,30,27,39,33,51,45,51,57,45,78,75,84,93,84,93,105,96,120,141,111,114,129,165,174,168,180,183,189,165,216,225,243,222,261,285,315,318,339,366,393,411,489,489,519,564,552,561,606,621,594,549,534,486,378,282,270,192,174,111,204
2015,132,9,3,6,9,6,3,3,3,6,0,6,3,6,6,12,12,21,24,33,21,24,30,21,36,27,24,21,21,18,21,18,30,33,21,27,24,24,27,24,27,42,48,48,48,60,60,75,78,69,87,108,87,120,132,138,147,138,168,165,174,189,204,210,225,240,282,303,306,294,324,312,339,387,393,387,411,432,399,405,465,462,498,522,552,528,585,543,525,447,438,372,300,267,237,153,99,78,54,24,57,120,12,6,3,6,6,3,0,3,0,3,3,3,3,3,9,6,6,12,9,12,9,12,9,9,9,12,12,12,6,12,9,15,15,18,12,24,21,15,15,30,27,30,36,45,48,48,54,57,60,69,75,90,93,99,96,102,102,102,108,117,144,132,138,153,156,168,189,252,231,228,213,225,270,294,303,288,339,348,372,399,414,495,525,576,564,573,636,570,603,609,582,513,513,456,342,282,222,171,123,216
2016,123,12,6,3,3,9,3,3,3,0,3,3,3,3,6,9,12,24,21,21,24,27,21,24,27,27,27,24,27,24,18,33,18,18,21,33,30,27,21,30,36,36,33,42,48,48,57,72,81,78,93,99,93,120,144,153,150,138,153,168,168,183,219,204,204,252,255,288,300,303,288,300,321,357,417,414,378,423,441,408,465,456,447,465,549,552,519,534,447,444,456,351,288,237,210,171,90,81,45,45,51,108,6,9,6,0,0,3,3,0,3,0,3,3,3,3,9,9,12,3,6,12,9,9,12,15,9,12,12,6,18,15,15,15,12,15,12,15,24,21,18,24,15,36,33,48,51,39,57,60,60,72,63,81,96,105,105,102,114,114,120,123,132,117,135,159,156,171,204,243,237,219,216,234,240,294,300,288,339,333,363,393,387,453,441,465,558,603,591,612,615,627,579,543,444,414,360,306,186,156,120,231
2017,108,12,6,6,6,9,3,0,6,0,6,3,3,6,6,12,9,18,30,27,24,36,21,33,33,36,30,30,21,27,21,24,39,24,24,30,30,30,30,27,45,42,48,57,69,63,57,63,72,96,84,108,102,123,132,135,153,135,186,192,192,213,198,237,231,258,270,285,309,336,333,300,339,360,369,411,459,453,432,477,468,513,489,489,573,597,585,546,507,513,432,384,339,288,231,180,132,84,54,30,75,102,9,0,3,0,3,3,0,3,3,0,0,3,3,9,9,3,12,6,12,12,12,15,9,6,12,15,12,9,6,18,15,12,15,15,21,15,15,21,18,24,18,24,30,27,54,45,60,57,45,63,78,72,93,87,114,120,123,120,108,135,126,150,165,165,156,192,198,210,246,240,243,258,285,294,336,357,366,387,387,411,462,471,513,558,600,573,651,672,660,660,600,573,486,435,405,336,177,177,129,222
2018,120,15,3,12,3,3,3,0,3,3,0,3,6,6,3,12,18,18,21,24,21,21,27,27,33,27,27,45,24,24,33,30,33,24,33,27,30,30,33,33,36,30,42,48,57,60,60,66,87,87,81,96,111,114,138,135,144,150,171,204,186,183,234,234,240,237,267,303,279,345,363,369,372,351,369,381,420,453,528,465,504,510,522,546,477,510,558,576,522,510,486,402,363,276,237,183,126,102,54,39,54,96,15,9,3,3,0,3,6,0,3,0,3,3,3,6,9,6,9,12,9,9,12,12,9,15,9,9,18,24,9,9,18,15,15,18,24,18,18,27,24,21,21,30,36,30,33,51,51,48,57,69,69,96,81,90,99,108,102,120,135,132,129,156,183,180,165,168,186,225,234,228,276,276,276,291,291,333,363,354,393,414,441,432,453,489,516,585,588,615,603,624,594,534,531,423,360,360,234,153,99,240
2019,135,12,6,6,3,0,0,3,3,3,3,6,6,12,6,9,18,18,18,24,21,33,39,24,33,39,18,15,30,33,33,30,21,39,36,33,30,39,39,27,45,45,45,45,42,66,54,72,84,66,108,96,117,123,156,150,174,189,159,210,216,183,201,216,249,255,282,261,288,300,354,366,435,411,414,423,414,471,495,501,489,519,513,519,546,540,543,573,579,531,474,438,345,312,225,174,129,114,63,54,51,135,12,6,6,3,0,3,3,0,3,3,3,6,6,9,9,9,12,6,3,6,12,12,15,6,6,15,12,15,18,12,18,18,18,21,18,21,18,21,21,30,24,33,33,30,42,42,48,63,72,69,72,75,81,96,111,87,126,126,120,138,138,129,165,168,183,213,204,213,240,225,285,303,288,291,300,342,336,423,396,435,447,468,453,513,525,630,630,672,627,645,606,579,543,471,387,360,264,186,120,270
2020,147,9,9,0,3,6,6,3,6,6,6,3,3,3,6,6,12,12,18,24,21,27,21,33,18,33,36,24,30,27,27,30,24,30,36,27,27,42,33,36,36,42,33,45,60,57,57,84,72,78,69,96,108,105,135,117,141,168,165,177,198,210,219,204,231,249,249,303,294,309,360,375,381,402,381,408,420,459,522,537,519,504,522,519,495,546,522,558,516,468,441,417,351,294,240,180,144,102,69,54,66,96,12,3,0,6,0,3,0,0,3,6,6,3,3,3,6,15,9,3,18,12,15,12,9,9,18,6,9,9,15,18,12,15,15,12,21,18,21,18,21,21,33,27,36,30,36,42,51,48,54,81,66,75,75,78,81,117,111,123,162,138,141,153,135,159,159,198,186,201,234,237,246,285,297,267,303,288,330,396,387,435,396,396,525,480,480,540,555,600,621,609,558,534,492,423,369,312,249,186,144,255
2021,159,9,3,6,3,6,6,0,0,0,3,3,0,9,12,15,12,18,18,24,18,24,18,27,30,24,27,18,36,33,33,30,36,36,27,27,42,48,33,30,42,39,42,54,48,48,72,81,81,78,90,105,111,105,135,132,165,165,183,180,183,216,198,234,243,264,285,276,297,348,339,381,387,405,459,447,396,492,471,504,534,537,537,567,567,567,501,537,546,543,483,438,369,348,270,216,162,105,90,51,81,111,9,6,6,6,3,3,3,3,3,3,3,0,6,9,6,6,9,12,9,9,9,12,12,12,15,6,12,9,15,12,15,9,12,18,21,18,21,21,18,18,33,36,33,33,42,39,51,42,57,72,69,93,93,90,99,108,144,105,141,147,159,168,177,180,186,198,222,213,231,246,297,303,312,330,315,357,369,363,405,462,498,522,525,489,537,561,561,609,624,642,627,558,513,450,420,315,255,204,156,258
2022,123,6,6,3,6,6,0,3,0,3,0,6,3,6,9,6,12,15,15,27,27,24,27,30,21,30,36,24,24,27,48,36,36,36,27,36,21,45,33,36,42,51,39,57,63,60,60,57,69,93,132,105,120,117,132,153,162,183,192,213,228,201,225,276,285,270,318,282,336,333,357,384,429,486,522,552,504,549,504,576,600,630,600,588,615,633,576,582,597,570,573,492,438,363,324,240,153,150,99,60,93,87,6,6,3,0,3,3,3,3,3,0,3,6,6,6,9,6,12,12,6,12,12,21,9,15,9,9,15,21,15,12,12,15,15,15,24,21,24,18,21,21,18,30,39,39,36,39,60,60,60,60,72,84,105,84,99,111,129,114,135,141,183,180,183,186,201,216,219,234,246,234,297,318,324,345,432,390,384,435,384,528,567,585,585,582,600,624,609,657,657,663,711,642,588,510,498,381,300,246,177,342
2023,105,12,6,6,6,3,3,3,3,3,6,3,6,3,6,9,12,18,21,21,21,24,24,24,36,33,18,30,24,39,36,33,42,30,39,27,39,42,27,36,36,51,48,42,45,60,63,66,75,87,84,105,114,111,144,141,159,174,195,234,231,216,210,273,303,255,321,279,333,363,372,354,399,447,483,540,567,528,540,537,507,636,666,696,618,609,606,561,576,546,507,477,438,363,321,237,180,129,72,75,96,99,9,0,9,3,0,3,6,3,0,0,6,6,3,3,6,9,9,15,9,12,6,9,9,12,12,15,15,15,12,12,18,18,24,21,24,27,24,18,27,21,30,27,42,45,42,36,42,48,72,72,63,90,102,87,114,93,117,135,144,150,159,174,201,216,198,177,237,258,255,261,288,273,315,333,435,441,420,435,429,504,549,597,576,561,603,615,618,633,651,633,642,612,576,465,435,357,282,222,150,297
"Table information:"
"Units:"
"Number, Magnitude = Units"
""
"Footnotes:"
"Deaths data are based on deaths registered in New Zealand to people resident in New Zealand by date of registration."
"Neonatal deaths are deaths of children under four weeks of age. Post-neonatal deaths are deaths of children from four weeks up to one year of age. Infant deaths are deaths of children under one year of age."
"Data has been randomly rounded to protect confidentiality. Individual figures may not add up to totals, and values for the same data may vary in different tables."
" "
"Symbols:"
".. figure not available"
"C: Confidential"
"E: Early Estimate"
"P: Provisional"
"R: Revised"
"S: Suppressed"
""
"Status flags are not displayed"
""
"Table reference: "
"VSD003AA"
""
"Last updated:"
"Less than 1 year: 16 November 2023 10:45am"
"1 year: 16 November 2023 10:45am"
"2 years: 16 November 2023 10:45am"
"3 years: 16 November 2023 10:45am"
"4 years: 16 November 2023 10:45am"
"5 years: 16 November 2023 10:45am"
"6 years: 16 November 2023 10:45am"
"7 years: 16 November 2023 10:45am"
"8 years: 16 November 2023 10:45am"
"9 years: 16 November 2023 10:45am"
"10 years: 16 November 2023 10:45am"
"11 years: 16 November 2023 10:45am"
"12 years: 16 November 2023 10:45am"
"13 years: 16 November 2023 10:45am"
"14 years: 16 November 2023 10:45am"
"15 years: 16 November 2023 10:45am"
"16 years: 16 November 2023 10:45am"
"17 years: 16 November 2023 10:45am"
"18 years: 16 November 2023 10:45am"
"19 years: 16 November 2023 10:45am"
"20 years: 16 November 2023 10:45am"
"21 years: 16 November 2023 10:45am"
"22 years: 16 November 2023 10:45am"
"23 years: 16 November 2023 10:45am"
"24 years: 16 November 2023 10:45am"
"25 years: 16 November 2023 10:45am"
"26 years: 16 November 2023 10:45am"
"27 years: 16 November 2023 10:45am"
"28 years: 16 November 2023 10:45am"
"29 years: 16 November 2023 10:45am"
"30 years: 16 November 2023 10:45am"
"31 years: 16 November 2023 10:45am"
"32 years: 16 November 2023 10:45am"
"33 years: 16 November 2023 10:45am"
"34 years: 16 November 2023 10:45am"
"35 years: 16 November 2023 10:45am"
"36 years: 16 November 2023 10:45am"
"37 years: 16 November 2023 10:45am"
"38 years: 16 November 2023 10:45am"
"39 years: 16 November 2023 10:45am"
"40 years: 16 November 2023 10:45am"
"41 years: 16 November 2023 10:45am"
"42 years: 16 November 2023 10:45am"
"43 years: 16 November 2023 10:45am"
"44 years: 16 November 2023 10:45am"
"45 years: 16 November 2023 10:45am"
"46 years: 16 November 2023 10:45am"
"47 years: 16 November 2023 10:45am"
"48 years: 16 November 2023 10:45am"
"49 years: 16 November 2023 10:45am"
"50 years: 16 November 2023 10:45am"
"51 years: 16 November 2023 10:45am"
"52 years: 16 November 2023 10:45am"
"53 years: 16 November 2023 10:45am"
"54 years: 16 November 2023 10:45am"
"55 years: 16 November 2023 10:45am"
"56 years: 16 November 2023 10:45am"
"57 years: 16 November 2023 10:45am"
"58 years: 16 November 2023 10:45am"
"59 years: 16 November 2023 10:45am"
"60 years: 16 November 2023 10:45am"
"61 years: 16 November 2023 10:45am"
"62 years: 16 November 2023 10:45am"
"63 years: 16 November 2023 10:45am"
"64 years: 16 November 2023 10:45am"
"65 years: 16 November 2023 10:45am"
"66 years: 16 November 2023 10:45am"
"67 years: 16 November 2023 10:45am"
"68 years: 16 November 2023 10:45am"
"69 years: 16 November 2023 10:45am"
"70 years: 16 November 2023 10:45am"
"71 years: 16 November 2023 10:45am"
"72 years: 16 November 2023 10:45am"
"73 years: 16 November 2023 10:45am"
"74 years: 16 November 2023 10:45am"
"75 years: 16 November 2023 10:45am"
"76 years: 16 November 2023 10:45am"
"77 years: 16 November 2023 10:45am"
"78 years: 16 November 2023 10:45am"
"79 years: 16 November 2023 10:45am"
"80 years: 16 November 2023 10:45am"
"81 years: 16 November 2023 10:45am"
"82 years: 16 November 2023 10:45am"
"83 years: 16 November 2023 10:45am"
"84 years: 16 November 2023 10:45am"
"85 years: 16 November 2023 10:45am"
"86 years: 16 November 2023 10:45am"
"87 years: 16 November 2023 10:45am"
"88 years: 16 November 2023 10:45am"
"89 years: 16 November 2023 10:45am"
"90 years: 16 November 2023 10:45am"
"91 years: 16 November 2023 10:45am"
"92 years: 16 November 2023 10:45am"
"93 years: 16 November 2023 10:45am"
"94 years: 16 November 2023 10:45am"
"95 years: 16 November 2023 10:45am"
"96 years: 16 November 2023 10:45am"
"97 years: 16 November 2023 10:45am"
"98 years: 16 November 2023 10:45am"
"99 years: 16 November 2023 10:45am"
""
"Source: Statistics New Zealand"
"Contact: Information Centre"
"Telephone: 0508 525 525"
"Email:info@stats.govt.nz"
""
""
""
